"","X","whsd","sd1","hv204","hv206","hv207","hv208","hv209","hv210","hv211","hv212","hv216","hv225","hv227","hv237","hv243a","hml1","Annual_Precipitation_2015","Aridity_2015","Day_Land_Surface_Temp_2015","Diurl_Temperature_Range_2015","Enhanced_Vegetation_Index_2015","Global_Human_Footprint","Growing_Season_Length","Irrigation","Land_Surface_Temperature_2015","ITN_Coverage_2015","Mean_Temperature_2015","Nightlights_Composite","Night_Land_Surface_Temp_2015","PET_2015","Proximity_to_tiol_Borders","Proximity_to_Protected_Areas","Proximity_to_Water","Rainfall_2015","Travel_Times_2015","UN_Population_Density_2015","Wet_Days_2015","v025","washhands","smoke"
"104",535,"-53",0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"105",543,"217",0,45,0,0,0,0,0,0,0,3,0,1,1,0,3,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"106",544,"217",0,45,0,0,0,0,0,0,0,3,0,1,1,0,3,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"107",545,"217",0,45,0,0,0,0,0,0,0,3,0,1,1,0,3,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"108",546,"217",0,45,0,0,0,0,0,0,0,3,0,1,1,0,3,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"109",547,"217",0,45,0,0,0,0,0,0,0,3,0,1,1,0,3,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"110",564,"-77",0,20,0,0,0,0,0,0,0,2,1,1,0,0,1,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"111",565,"-77",0,20,0,0,0,0,0,0,0,2,1,1,0,0,1,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"112",566,"-77",0,20,0,0,0,0,0,0,0,2,1,1,0,0,1,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"113",567,"105",0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"114",578,"-88",0,40,0,1,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",0,0
"115",579,"-88",0,40,0,1,0,0,0,0,0,1,1,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",0,0
"116",580,"-88",0,40,0,1,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",0,0
"117",581,"-148",1,60,0,0,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"118",582,"-148",1,60,0,0,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"119",583,"-148",1,60,0,0,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"120",584,"-148",1,60,0,0,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"121",585,"-148",1,60,0,0,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"122",586,"-148",1,60,0,0,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"123",612,"154",0,56,0,0,0,0,0,0,0,1,0,1,1,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"124",613,"154",0,56,0,0,0,0,0,0,0,1,0,1,1,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"125",614,"154",0,56,0,0,0,0,0,0,0,1,0,1,1,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",1,1
"126",637,"-157",1,60,0,0,0,0,0,0,0,1,1,1,1,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",0,1
"127",639,"-144",1,10,0,0,0,0,0,0,0,1,1,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",0,0
"128",640,"-144",1,10,0,0,0,0,0,0,0,1,1,1,0,0,1,113.27,37.34,27.69,11.48,3369.6,32.92,11,1.84,21.51,0.76,20.02,0.35,15.33,3.03,24473.79,29043.9,39496.84,1177.7,44,701.1,15.18,"rural",0,0
"129",641,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"130",642,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"131",643,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"132",644,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"133",645,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"134",646,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"135",647,"-70",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"136",683,"175",0,10,0,0,0,0,1,0,0,1,0,1,0,1,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"137",684,"175",0,10,0,0,0,0,1,0,0,1,0,1,0,1,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"138",685,"175",0,10,0,0,0,0,1,0,0,1,0,1,0,1,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"139",690,"-33",0,3,0,0,0,0,0,0,0,2,1,1,0,0,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"140",691,"-33",0,3,0,0,0,0,0,0,0,2,1,1,0,0,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"141",692,"-33",0,3,0,0,0,0,0,0,0,2,1,1,0,0,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"142",693,"-33",0,3,0,0,0,0,0,0,0,2,1,1,0,0,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"143",694,"-33",0,3,0,0,0,0,0,0,0,2,1,1,0,0,1,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"144",698,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"145",700,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"146",702,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"147",704,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"148",706,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"149",708,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"150",710,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"151",712,"185",0,30,0,1,0,0,1,0,0,2,0,1,0,0,3,121.6,41.1,28.65,11.56,3849.17,31.84,12,0.81,22.69,0.74,19.91,0,16.74,2.96,1531.54,57311.39,5627.79,997.5,47.01,507.49,15.85,"rural",0,1
"152",722,"-15",1,6,1,1,0,0,0,0,0,1,1,1,1,1,2,101.38,35.06,31.32,12.26,2552,59,11,0,24.33,0.76,19.67,7.2,17.33,2.89,46486.78,61364.04,25012.46,860,0,3934.7,16.53,"urban",0,1
"153",723,"-139",1,996,1,1,1,0,0,0,0,2,1,1,1,1,2,101.38,35.06,31.32,12.26,2552,59,11,0,24.33,0.76,19.67,7.2,17.33,2.89,46486.78,61364.04,25012.46,860,0,3934.7,16.53,"urban",0,1
"154",724,"-139",1,996,1,1,1,0,0,0,0,2,1,1,1,1,2,101.38,35.06,31.32,12.26,2552,59,11,0,24.33,0.76,19.67,7.2,17.33,2.89,46486.78,61364.04,25012.46,860,0,3934.7,16.53,"urban",0,1
"155",725,"-139",1,996,1,1,1,0,0,0,0,2,1,1,1,1,2,101.38,35.06,31.32,12.26,2552,59,11,0,24.33,0.76,19.67,7.2,17.33,2.89,46486.78,61364.04,25012.46,860,0,3934.7,16.53,"urban",0,1
"156",761,"70",1,996,1,1,1,1,0,0,0,3,0,1,1,1,2,101.38,35.06,31.32,12.26,2552,59,11,0,24.33,0.76,19.67,7.2,17.33,2.89,46486.78,61364.04,25012.46,860,0,3934.7,16.53,"urban",0,1
"157",763,"70",1,996,1,1,1,1,0,0,0,3,0,1,1,1,2,101.38,35.06,31.32,12.26,2552,59,11,0,24.33,0.76,19.67,7.2,17.33,2.89,46486.78,61364.04,25012.46,860,0,3934.7,16.53,"urban",0,1
"158",776,"-86",0,30,0,1,0,0,1,0,0,4,0,1,0,1,4,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,0
"159",777,"-86",0,30,0,1,0,0,1,0,0,4,0,1,0,1,4,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,0
"160",778,"-86",0,30,0,1,0,0,1,0,0,4,0,1,0,1,4,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,0
"161",779,"-87",0,20,1,1,0,0,1,0,0,3,0,1,0,1,1,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"162",780,"-87",0,20,1,1,0,0,1,0,0,3,0,1,0,1,1,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"163",781,"-59",0,20,0,1,0,0,0,0,0,2,0,1,0,1,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"164",782,"-59",0,20,0,1,0,0,0,0,0,2,0,1,0,1,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"165",783,"-59",0,20,0,1,0,0,0,0,0,2,0,1,0,1,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"166",824,"-87",0,30,0,1,0,0,0,0,0,2,1,1,0,0,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,0
"167",825,"-87",0,30,0,1,0,0,0,0,0,2,1,1,0,0,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,0
"168",826,"-94",0,60,0,0,0,0,0,0,0,1,0,1,0,1,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"169",827,"-94",0,60,0,0,0,0,0,0,0,1,0,1,0,1,2,121.6,41.1,29.84,11.56,3728.5,30.63,12,0.73,23.21,0.74,19.91,0,16.57,2.96,24048.76,45998.09,24978.36,878.5,31.96,528.96,15.85,"rural",0,1
"170",847,"139",0,30,1,1,0,0,0,0,0,3,0,1,0,1,3,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"171",874,"102",0,5,0,0,0,0,0,0,0,2,0,0,1,1,0,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"172",875,"102",0,5,0,0,0,0,0,0,0,2,0,0,1,1,0,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"173",894,"-394",0,5,0,1,0,0,0,0,0,1,0,1,1,1,1,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",1,1
"174",895,"-47",0,10,0,1,0,0,0,0,0,2,1,1,0,1,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"175",896,"-47",0,10,0,1,0,0,0,0,0,2,1,1,0,1,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"176",897,"-47",0,10,0,1,0,0,0,0,0,2,1,1,0,1,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"177",898,"-47",0,10,0,1,0,0,0,0,0,2,1,1,0,1,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"178",909,"-14",1,20,0,0,0,0,0,0,0,2,0,1,0,0,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"179",910,"-14",1,20,0,0,0,0,0,0,0,2,0,1,0,0,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"180",911,"-14",1,20,0,0,0,0,0,0,0,2,0,1,0,0,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"181",912,"-14",1,20,0,0,0,0,0,0,0,2,0,1,0,0,2,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"182",914,"175",0,20,0,0,0,0,0,0,0,3,0,1,1,1,3,151.95,56.45,21.95,10.97,3189.8,34.81,14,0,16.75,0.6,18.14,0.2,11.55,2.69,9963.81,8658.04,5954.48,1162.11,26.66,1347.03,16.56,"rural",0,1
"183",933,"5",1,90,0,0,0,0,0,0,0,3,0,1,0,0,1,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,0
"184",938,"91",1,50,0,1,0,0,1,0,0,2,0,1,1,1,2,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"185",939,"91",1,50,0,1,0,0,1,0,0,2,0,1,1,1,2,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"186",947,"-110",1,30,0,1,0,0,1,0,0,3,0,1,1,1,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"187",949,"-110",1,30,0,1,0,0,1,0,0,3,0,1,1,1,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"188",951,"84",1,60,0,0,0,0,0,0,0,2,0,1,1,1,1,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"189",952,"63",1,60,0,1,0,0,0,0,0,1,0,1,1,0,2,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"190",953,"197",0,40,0,1,0,0,0,0,0,1,0,1,1,0,1,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"191",954,"-22",1,90,0,1,0,0,0,0,0,2,0,1,1,1,2,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"192",955,"-22",1,90,0,1,0,0,0,0,0,2,0,1,1,1,2,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"193",956,"-22",1,90,0,1,0,0,0,0,0,2,0,1,1,1,2,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,1
"194",962,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"195",963,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"196",964,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"197",965,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"198",966,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"199",967,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"200",968,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"201",969,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"202",970,"-63",0,30,0,1,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",1,1
"203",981,"183",0,60,0,1,0,0,1,0,0,1,0,1,0,0,1,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,0
"204",982,"183",0,60,0,1,0,0,1,0,0,1,0,1,0,0,1,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,0
"205",983,"183",0,60,0,1,0,0,1,0,0,1,0,1,0,0,1,101.38,35.06,29.7,12.26,3407.6,33.08,11,0.73,22.72,0.79,19.67,0.17,15.75,2.89,35524.17,22034.9,17244.31,842.4,11.13,626.61,16.53,"rural",0,0
"206",1021,"-49",0,10,0,0,0,0,0,0,0,2,0,1,1,0,2,99.45,35.73,30.03,12.88,3876.3,28.66,11,0.92,23,0.67,19.73,0.01,15.98,2.78,17751.05,32530.14,34707.49,893.1,61.31,477.19,16.97,"rural",0,0
"207",1023,"-49",0,10,0,0,0,0,0,0,0,2,0,1,1,0,2,99.45,35.73,30.03,12.88,3876.3,28.66,11,0.92,23,0.67,19.73,0.01,15.98,2.78,17751.05,32530.14,34707.49,893.1,61.31,477.19,16.97,"rural",0,0
