"","X","whsd","sd1","hv204","hv206","hv207","hv208","hv209","hv210","hv211","hv212","hv216","hv225","hv227","hv237","hv243a","hml1","Annual_Precipitation_2015","Aridity_2015","Day_Land_Surface_Temp_2015","Diurl_Temperature_Range_2015","Enhanced_Vegetation_Index_2015","Global_Human_Footprint","Growing_Season_Length","Irrigation","Land_Surface_Temperature_2015","ITN_Coverage_2015","Mean_Temperature_2015","Nightlights_Composite","Night_Land_Surface_Temp_2015","PET_2015","Proximity_to_tiol_Borders","Proximity_to_Protected_Areas","Proximity_to_Water","Rainfall_2015","Travel_Times_2015","UN_Population_Density_2015","Wet_Days_2015","v025","washhands","smoke"
"874",4267,"-15",1,120,0,1,0,0,0,0,0,2,1,1,1,0,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"875",4268,"-15",1,120,0,1,0,0,0,0,0,2,1,1,1,0,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"876",4269,"-175",1,60,0,0,0,0,0,0,0,2,1,1,0,0,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"877",4270,"-175",1,60,0,0,0,0,0,0,0,2,1,1,0,0,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"878",4271,"-175",1,60,0,0,0,0,0,0,0,2,1,1,0,0,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"879",4272,"-175",1,60,0,0,0,0,0,0,0,2,1,1,0,0,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"880",4276,"114",0,90,0,1,0,0,0,0,0,3,0,1,0,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"881",4277,"114",0,90,0,1,0,0,0,0,0,3,0,1,0,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"882",4278,"114",0,90,0,1,0,0,0,0,0,3,0,1,0,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"883",4279,"114",0,90,0,1,0,0,0,0,0,3,0,1,0,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"884",4280,"114",0,90,0,1,0,0,0,0,0,3,0,1,0,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"885",4281,"114",0,90,0,1,0,0,0,0,0,3,0,1,0,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"886",4294,"172",0,60,0,1,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"887",4295,"172",0,60,0,1,0,0,0,0,0,1,0,1,0,0,1,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"888",4297,"-5",0,60,0,1,0,0,1,0,0,2,0,1,0,1,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"889",4298,"-5",0,60,0,1,0,0,1,0,0,2,0,1,0,1,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"890",4299,"-5",0,60,0,1,0,0,1,0,0,2,0,1,0,1,2,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"891",4303,"76",1,60,0,1,0,0,1,0,0,2,0,1,1,1,3,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"892",4313,"26",0,60,0,0,0,0,0,0,0,2,0,1,0,1,5,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,0
"893",4316,"26",0,60,0,0,0,0,0,0,0,2,0,1,0,1,5,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,0
"894",4319,"26",0,60,0,0,0,0,0,0,0,2,0,1,0,1,5,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,0
"895",4322,"26",0,60,0,0,0,0,0,0,0,2,0,1,0,1,5,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,0
"896",4325,"26",0,60,0,0,0,0,0,0,0,2,0,1,0,1,5,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,0
"897",4328,"26",0,60,0,0,0,0,0,0,0,2,0,1,0,1,5,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,0
"898",4331,"142",0,60,0,0,0,0,0,0,0,2,0,1,0,0,1,113.27,37.34,28.18,11.48,3598.5,36.25,11,1.16,22.24,0.66,20.02,0,16.29,3.03,2000.61,38406.8,38458.36,1215.75,43.5,514.3,15.18,"rural",0,1
"899",4366,"177",0,45,0,0,0,0,0,0,0,2,0,1,1,1,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"900",4367,"177",0,45,0,0,0,0,0,0,0,2,0,1,1,1,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"901",4368,"177",0,45,0,0,0,0,0,0,0,2,0,1,1,1,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"902",4377,"-21",1,10,0,1,0,0,0,0,0,2,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"903",4378,"-21",1,10,0,1,0,0,0,0,0,2,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"904",4379,"-21",1,10,0,1,0,0,0,0,0,2,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"905",4380,"-21",1,10,0,1,0,0,0,0,0,2,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"906",4381,"21",0,40,0,0,0,0,0,0,0,1,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"907",4383,"21",0,40,0,0,0,0,0,0,0,1,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"908",4385,"21",0,40,0,0,0,0,0,0,0,1,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"909",4409,"12",0,20,0,0,0,0,0,0,0,2,0,1,1,0,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"910",4410,"12",0,20,0,0,0,0,0,0,0,2,0,1,1,0,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"911",4411,"12",0,20,0,0,0,0,0,0,0,2,0,1,1,0,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"912",4413,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"913",4415,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"914",4417,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"915",4419,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"916",4421,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"917",4423,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"918",4425,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"919",4427,"-36",0,30,0,1,0,0,0,0,0,4,0,1,1,1,4,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,0
"920",4428,"140",0,10,0,0,0,0,0,0,0,3,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"921",4429,"140",0,10,0,0,0,0,0,0,0,3,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"922",4430,"140",0,10,0,0,0,0,0,0,0,3,0,1,1,0,1,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"923",4431,"134",0,10,0,1,0,0,0,0,0,2,1,1,1,1,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"924",4432,"134",0,10,0,1,0,0,0,0,0,2,1,1,1,1,2,133.48,50.53,25.27,11.28,3865.58,40.77,13,0,19.66,0.69,17.39,0.01,14.05,2.64,41821.21,25715.41,27846.73,1162.17,56.33,490.62,16.88,"rural",0,1
"925",4443,"10",0,10,0,0,0,0,1,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,0
"926",4445,"414",1,10,0,0,0,0,0,0,0,3,1,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"927",4446,"43",1,996,0,1,0,0,1,0,0,2,0,1,1,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,0
"928",4471,"96",1,60,0,1,0,0,1,0,0,2,0,0,0,0,0,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"929",4472,"96",1,60,0,1,0,0,1,0,0,2,0,0,0,0,0,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"930",4473,"96",1,60,0,1,0,0,1,0,0,2,0,0,0,0,0,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"931",4484,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"932",4485,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"933",4486,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"934",4487,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"935",4488,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"936",4489,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"937",4490,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"938",4491,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"939",4492,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"940",4493,"-144",1,10,0,1,0,0,0,0,0,3,0,1,0,1,2,89.31,28.2,28.71,12.11,3266.78,29.69,11,0,22.61,0.78,21.58,0.01,16.52,3.17,27298.11,46629.63,0,835.5,43.97,431.74,15.22,"rural",0,1
"941",4530,"-13",1,10,0,1,0,0,0,0,0,1,1,1,1,1,1,101.38,35.06,29.79,12.26,3709,45.14,11,0,23.13,0.79,19.67,0.53,16.46,2.89,45503.56,52471.18,18231.73,872,3.29,876.54,16.53,"urban",0,1
"942",4575,"40",1,60,0,0,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"943",4576,"40",1,60,0,0,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"944",4577,"40",1,60,0,0,0,0,0,0,0,2,0,1,1,0,3,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"945",4578,"27",0,60,0,1,0,0,0,0,0,2,0,1,1,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"946",4639,"289",0,60,0,1,0,0,1,0,0,1,0,1,1,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"947",4640,"289",0,60,0,1,0,0,1,0,0,1,0,1,1,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"948",4641,"35",1,40,0,1,0,0,1,0,0,2,0,1,1,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"949",4643,"35",1,40,0,1,0,0,1,0,0,2,0,1,1,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"950",4662,"279",0,60,0,1,0,0,1,0,0,2,0,1,0,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"951",4663,"279",0,60,0,1,0,0,1,0,0,2,0,1,0,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"952",4664,"279",0,60,0,1,0,0,1,0,0,2,0,1,0,1,2,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",0,1
"953",4665,"-132",1,30,1,1,1,0,0,1,0,2,0,1,1,1,3,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",1,0
"954",4666,"-132",1,30,1,1,1,0,0,1,0,2,0,1,1,1,3,101.38,35.06,29.73,12.26,3520.6,33.04,11,0.97,22.78,0.79,19.67,0.17,15.82,2.89,36556.2,22899.78,14712.51,847.4,11.63,654.9,16.53,"rural",1,0
"955",4688,"26",0,10,0,1,0,0,0,0,0,2,0,1,0,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"956",4689,"26",0,10,0,1,0,0,0,0,0,2,0,1,0,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"957",4690,"26",0,10,0,1,0,0,0,0,0,2,0,1,0,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"958",4691,"26",0,10,0,1,0,0,0,0,0,2,0,1,0,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"959",4706,"-19",1,10,0,1,0,0,0,0,0,1,0,1,1,1,1,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"960",4724,"79",1,20,0,1,0,0,1,1,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"961",4725,"79",1,20,0,1,0,0,1,1,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"962",4726,"79",1,20,0,1,0,0,1,1,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"963",4727,"79",1,20,0,1,0,0,1,1,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"964",4728,"44",1,2,0,0,0,0,0,0,0,2,1,1,1,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"965",4729,"44",1,2,0,0,0,0,0,0,0,2,1,1,1,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"966",4730,"44",1,2,0,0,0,0,0,0,0,2,1,1,1,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"967",4731,"44",1,2,0,0,0,0,0,0,0,2,1,1,1,0,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"968",4732,"127",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"969",4733,"127",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"970",4734,"127",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,133.48,50.53,24.75,11.28,3896.4,40.74,13,0,18.52,0.63,17.39,0.14,12.29,2.64,21988.65,14621.38,11877.72,1282.6,19.24,811.93,16.88,"rural",0,1
"971",4742,"141",0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,101.38,35.06,24.64,12.26,4230.83,38,11,0,18.44,0.63,19.67,0.04,12.23,2.89,8228.06,40506.91,18866.07,1043.91,21.44,485.28,16.53,"rural",0,1
"972",4743,"11",0,10,0,1,0,0,0,0,0,1,0,1,0,1,1,101.38,35.06,24.64,12.26,4230.83,38,11,0,18.44,0.63,19.67,0.04,12.23,2.89,8228.06,40506.91,18866.07,1043.91,21.44,485.28,16.53,"rural",0,1
"973",4744,"45",1,10,0,1,0,0,0,0,0,3,0,1,1,1,3,101.38,35.06,24.64,12.26,4230.83,38,11,0,18.44,0.63,19.67,0.04,12.23,2.89,8228.06,40506.91,18866.07,1043.91,21.44,485.28,16.53,"rural",0,1
"974",4745,"45",1,10,0,1,0,0,0,0,0,3,0,1,1,1,3,101.38,35.06,24.64,12.26,4230.83,38,11,0,18.44,0.63,19.67,0.04,12.23,2.89,8228.06,40506.91,18866.07,1043.91,21.44,485.28,16.53,"rural",0,1
"975",4746,"45",1,10,0,1,0,0,0,0,0,3,0,1,1,1,3,101.38,35.06,24.64,12.26,4230.83,38,11,0,18.44,0.63,19.67,0.04,12.23,2.89,8228.06,40506.91,18866.07,1043.91,21.44,485.28,16.53,"rural",0,1
"976",4747,"45",1,10,0,1,0,0,0,0,0,3,0,1,1,1,3,101.38,35.06,24.64,12.26,4230.83,38,11,0,18.44,0.63,19.67,0.04,12.23,2.89,8228.06,40506.91,18866.07,1043.91,21.44,485.28,16.53,"rural",0,1
