countrycode,countryname,name_1,name_2,mean_light,sum_light
RWA,Rwanda,Gisenyi,Satinsyi,0,0
RWA,Rwanda,Gitarama,Bulinga,.44230768,46
RWA,Rwanda,Gitarama,Kayenzi,0,0
RWA,Rwanda,Gitarama,Kigoma,1.1089743,173
RWA,Rwanda,Gitarama,Masango,0,0
RWA,Rwanda,Gitarama,Muambira,.041958041,6
RWA,Rwanda,Gitarama,Mugina,0,0
RWA,Rwanda,Gitarama,Mukingi,0,0
RWA,Rwanda,Gitarama,Murama,.05172414,6
RWA,Rwanda,Gitarama,Mushubati,.67336684,134
RWA,Rwanda,Gitarama,Ntongwe,.046692606,12
RWA,Rwanda,Gitarama,Nyabikenke,0,0
RWA,Rwanda,Gitarama,Nyakabanda,0,0
RWA,Rwanda,Gitarama,Nyamabuye,2.0934067,381
RWA,Rwanda,Gitarama,Runda,3,426
RWA,Rwanda,Gitarama,Rutobwe,0,0
RWA,Rwanda,Gitarama,Taba,.69465649,91
RWA,Rwanda,Gitarama,Tambwe,.53333336,64
RWA,Rwanda,Kibungu,Birenga,.33333334,114
RWA,Rwanda,Kibungu,Kabarondo,0,0
RWA,Rwanda,Kibungu,Kayonza,.40552995,88
RWA,Rwanda,Kibungu,Kigarama,.38277513,80
RWA,Rwanda,Kibungu,Mugesera,0,0
RWA,Rwanda,Kibungu,Muhazi,1.4583334,210
RWA,Rwanda,Kibungu,Rukara,.0067901234,11
RWA,Rwanda,Kibungu,Rukira,0,0
RWA,Rwanda,Kibungu,Rusumo,0,0
RWA,Rwanda,Kibungu,Rutonde,2.2820513,267
RWA,Rwanda,Kibungu,Sake,0,0
RWA,Rwanda,Kibuye,Bwakira,0,0
RWA,Rwanda,Kibuye,Gishyita,0,0
RWA,Rwanda,Kibuye,Gisovu,0,0
RWA,Rwanda,Kibuye,Gitsi,1.0802675,323
RWA,Rwanda,Kibuye,Kivumu,.063492067,12
RWA,Rwanda,Kibuye,Mabanza,.091482647,29
RWA,Rwanda,Kibuye,Mwendo,0,0
RWA,Rwanda,Kibuye,Rutsiro,.27160493,66
RWA,Rwanda,Kibuye,Rwamatamu,0,0
RWA,Rwanda,Kigali,Bicumbi,.43341404,179
RWA,Rwanda,Kigali,Butamwa,6.6448598,711
RWA,Rwanda,Kigali,Gashora,0,0
RWA,Rwanda,Kigali,Gikomero,1.7333333,312
RWA,Rwanda,Kigali,Gikoro,.1436464,26
RWA,Rwanda,Kigali,Kanombe,14.493976,2406
RWA,Rwanda,Kigali,Kanzenze,1.0546318,444
RWA,Rwanda,Kigali,Mbogo,0,0
RWA,Rwanda,Kigali,Mugambazi,0,0
RWA,Rwanda,Kigali,Musasa,0,0
RWA,Rwanda,Kigali,Ngenda,0,0
RWA,Rwanda,Kigali,Nyarugenge,47.927273,2636
RWA,Rwanda,Kigali,Rubungo,26.131147,4782
RWA,Rwanda,Kigali,Rushashi,0,0
RWA,Rwanda,Kigali,Rutongo,8.3720932,1080
RWA,Rwanda,Kigali,Shyorongi,2.8150685,411
RWA,Rwanda,Kigali,Tare,0,0
RWA,Rwanda,Ruhengeri,Butaro,0,0
RWA,Rwanda,Ruhengeri,Cyabingo,0,0
RWA,Rwanda,Ruhengeri,Cyeru,0,0
RWA,Rwanda,Ruhengeri,Gatonde,0,0
RWA,Rwanda,Ruhengeri,Kidaho,0,0
RWA,Rwanda,Ruhengeri,Kigombe,6.2857141,528
RWA,Rwanda,Ruhengeri,Kinigi,.033898305,6
RWA,Rwanda,Ruhengeri,Mukingo,.20714286,29
RWA,Rwanda,Ruhengeri,Ndusu,0,0
RWA,Rwanda,Ruhengeri,Nkuli,0,0
RWA,Rwanda,Ruhengeri,Nkumba,0,0
RWA,Rwanda,Ruhengeri,Nyakinama,1.3333334,104
RWA,Rwanda,Ruhengeri,Nyamugali,0,0
RWA,Rwanda,Ruhengeri,Nyamutera,0,0
RWA,Rwanda,Ruhengeri,Nyarutovu,0,0
RWA,Rwanda,Ruhengeri,Ruhondo,0,0
SDN,Sudan,Bahr el Ghazal,Lakes,.016230429,821
SDN,Sudan,Bahr el Ghazal,North Bahr-al-Ghazal,.039488539,1504
SDN,Sudan,Bahr el Ghazal,Warap,.06134351,2861
SDN,Sudan,Bahr el Ghazal,West Bahr-al-Ghazal,.013297978,1344
SDN,Sudan,Blue Nile,Blue Nile,.10539863,4668
SDN,Sudan,Blue Nile,Gezira,2.227546,65227
SDN,Sudan,Blue Nile,Sennar,.28432629,13754
SDN,Sudan,Blue Nile,White Nile,.49627331,23837
SDN,Sudan,Darfur,North Darfur,.019681707,7602
SDN,Sudan,Darfur,South Darfur,.072617181,11525
SDN,Sudan,Darfur,West Darfur,.074622706,5350
SDN,Sudan,Equatoria,Central Equatoria,.11163408,5716
SDN,Sudan,Equatoria,Eastern Equatoria,.0066449451,569
SDN,Sudan,Equatoria,West Equatoria,.0057953252,539
SDN,Sudan,Kassala,Gedarif,.14593853,11272
SDN,Sudan,Kassala,Kassala,.2348773,13027
SDN,Sudan,Kassala,Red Sea,.074662603,20082
SDN,Sudan,Khartoum,Khartoum,4.9815426,127931
SDN,Sudan,Kordofan,North Kurdufan,.05047363,11488
SDN,Sudan,Kordofan,South Kordufan,.046721078,4425
SDN,Sudan,Kordofan,West Kurdufan,.24395521,32922
SDN,Sudan,Northern,Northern,.093747385,42617
SDN,Sudan,Northern,River Nile,.30749917,47766
SDN,Sudan,Upper Nile,Jungoli,.004012078,578
SDN,Sudan,Upper Nile,Unity,.020791896,899
SDN,Sudan,Upper Nile,Upper Nile,.072377026,6639
SEN,Senegal,Dakar,Dakar,61.132652,5991
SEN,Senegal,Dakar,Pikine,54.36842,5165
SEN,Senegal,Dakar,Rufisque-Bargny,13.313684,6324
SEN,Senegal,Diourbel,Bambey,.5772059,942
SEN,Senegal,Diourbel,Diourbel,.91584486,1393
SEN,Senegal,Diourbel,MbackÚ,4.8840079,9895
SEN,Senegal,Fatick,Fatick,.41308472,1307
SEN,Senegal,Fatick,Foundiougne,.18163383,627
SEN,Senegal,Fatick,Gossas,.42832956,1518
SEN,Senegal,Kaolack,Kaffrine,.053498551,721
SEN,Senegal,Kaolack,Kaolack,1.4744785,3322
SEN,Senegal,Kaolack,Nioro-Du-Rip,.22871947,618
SEN,Senegal,Kolda,Kolda,.094178937,940
SEN,Senegal,Kolda,SÚdhiou,.06339398,554
SEN,Senegal,Kolda,VÚlingara,.078239225,503
SEN,Senegal,Louga,KÚbÚmer,.43941638,2078
SEN,Senegal,Louga,LinguÞre,.03121761,753
SEN,Senegal,Louga,Louga,.38047236,2642
SEN,Senegal,Matam,Matam,.044886138,1364
SEN,Senegal,Saint-Louis,Dagana,.72034007,5507
SEN,Senegal,Saint-Louis,Podor,.035750702,561
SEN,Senegal,Tambacounda,Bakel,.01770965,476
SEN,Senegal,Tambacounda,KÚdougou,.086226538,1741
SEN,Senegal,Tambacounda,Tambacounda,.040367655,975
SEN,Senegal,ThiÞs,Mbour,2.6658142,6254
SEN,Senegal,ThiÞs,ThiÞs,4.5837426,8402
SEN,Senegal,ThiÞs,Tivaouane,1.7153986,6606
SEN,Senegal,Ziguinchor,Bignona,.068401247,418
SEN,Senegal,Ziguinchor,Oussouye,.17182817,172
SEN,Senegal,Ziguinchor,Ziguinchor,.80571431,1128
SLE,Sierra Leone,Eastern,Kailahun,.0063446583,31
SLE,Sierra Leone,Eastern,Kenema,.062150743,456
SLE,Sierra Leone,Eastern,Kono,.16682404,1060
SLE,Sierra Leone,Northern,Bombali,.057175118,557
SLE,Sierra Leone,Northern,Kambia,0,0
SLE,Sierra Leone,Northern,Koinadugu,.010950146,161
SLE,Sierra Leone,Northern,Port Loko,.22638299,1596
SLE,Sierra Leone,Northern,Tonkolili,.20751959,1562
SLE,Sierra Leone,Southern,Bo,.08232262,543
SLE,Sierra Leone,Southern,Bonthe,.073478758,320
SLE,Sierra Leone,Southern,Moyamba,.0020688816,17
SLE,Sierra Leone,Southern,Pujehun,.01414889,65
SLE,Sierra Leone,Western,Western Rural,1.868,1401
SLE,Sierra Leone,Western,Western Urban,24.833334,2384
SOM,Somalia,Awdal,Baki,0,0
SOM,Somalia,Awdal,Boorama,.17714944,614
SOM,Somalia,Awdal,Lughaya,0,0
SOM,Somalia,Awdal,Zeylac,0,0
SOM,Somalia,Bakool,Ceel Barde,0,0
SOM,Somalia,Bakool,Rab Dhuure,0,0
SOM,Somalia,Bakool,Tiyeeglow,0,0
SOM,Somalia,Bakool,Wajid,0,0
SOM,Somalia,Bakool,Xudur,0,0
SOM,Somalia,Banaadir,Mogadisho,7.0682731,1760
SOM,Somalia,Bari,Bander-Beyla,0,0
SOM,Somalia,Bari,Bosaaso,.18151048,1716
SOM,Somalia,Bari,Calawla,0,0
SOM,Somalia,Bari,Iskushuban,0,0
SOM,Somalia,Bari,Qandala,0,0
SOM,Somalia,Bari,Qardho,.012388481,268
SOM,Somalia,Bay,Baydhabo,.013598866,211
SOM,Somalia,Bay,Buur Xakaba,0,0
SOM,Somalia,Bay,Diinsoor,.0054635177,62
SOM,Somalia,Bay,Qansax Dheere,0,0
SOM,Somalia,Galguduud,Caabudwaaq,0,0
SOM,Somalia,Galguduud,Cadaado,.0071752267,57
SOM,Somalia,Galguduud,Ceel Buur,0,0
SOM,Somalia,Galguduud,Ceel Dheer,0,0
SOM,Somalia,Galguduud,Dhuusamareeb,.0023493087,35
SOM,Somalia,Gedo,Baar-Dheere,0,0
SOM,Somalia,Gedo,Beled Xaawo,0,0
SOM,Somalia,Gedo,Ceel Waaq,0,0
SOM,Somalia,Gedo,Dolow,.01663498,35
SOM,Somalia,Gedo,Garbahaaray,0,0
SOM,Somalia,Gedo,Luuk,0,0
SOM,Somalia,Hiiraan,Beled Weyn,.0039480459,69
SOM,Somalia,Hiiraan,Buulo Burdo,.0010637166,20
SOM,Somalia,Hiiraan,Jalalaqsi,0,0
SOM,Somalia,Jubbada Dhexe,Bu'aale,0,0
SOM,Somalia,Jubbada Dhexe,Jilib,0,0
SOM,Somalia,Jubbada Dhexe,Saakow,0,0
SOM,Somalia,Jubbada Hoose,Afmadow,0,0
SOM,Somalia,Jubbada Hoose,Badhaadhe,0,0
SOM,Somalia,Jubbada Hoose,Jamaame,0,0
SOM,Somalia,Jubbada Hoose,Kismaayo,.01636132,167
SOM,Somalia,Mudug,Gaalkacayo,.070495643,1263
SOM,Somalia,Mudug,Goldogob,.0045516612,10
SOM,Somalia,Mudug,Hobyo,0,0
SOM,Somalia,Mudug,Jariiban,0,0
SOM,Somalia,Mudug,Xarardheere,0,0
SOM,Somalia,Nugaal,Burtinle,.011759385,130
SOM,Somalia,Nugaal,Eyl,0,0
SOM,Somalia,Nugaal,Garoowe,.092160091,951
SOM,Somalia,Sanaag,Badhan,.0022892274,35
SOM,Somalia,Sanaag,Ceel-Afwein,0,0
SOM,Somalia,Sanaag,Ceerigaabo,.0065626223,201
SOM,Somalia,Shabeellaha Dhexe,Aadan,0,0
SOM,Somalia,Shabeellaha Dhexe,Balcad,0,0
SOM,Somalia,Shabeellaha Dhexe,Cadale,.014481935,97
SOM,Somalia,Shabeellaha Dhexe,Jawhar,.013386397,74
SOM,Somalia,Shabeellaha Hoose,Afgooye,.4079392,1932
SOM,Somalia,Shabeellaha Hoose,Baraawe,.034806296,115
SOM,Somalia,Shabeellaha Hoose,Kuntuwaaray,0,0
SOM,Somalia,Shabeellaha Hoose,Marka,.10036832,109
SOM,Somalia,Shabeellaha Hoose,Qoryooley,0,0
SOM,Somalia,Shabeellaha Hoose,Sablale,0,0
SOM,Somalia,Shabeellaha Hoose,Wanla Weyn,0,0
SOM,Somalia,Sool,Caynabo,0,0
SOM,Somalia,Sool,Lascaanod,.03154337,420
SOM,Somalia,Sool,Taleex,.0026679372,28
SOM,Somalia,Sool,Xudun,0,0
SOM,Somalia,Togdheer,Burao,.055595152,1014
SOM,Somalia,Togdheer,Buuhoodle,.0057178373,46
SOM,Somalia,Togdheer,Oodweyne,0,0
SOM,Somalia,Togdheer,Sheekh,.0090814736,35
SOM,Somalia,Woqooyi Galbeed,Berbera,.056349207,710
SOM,Somalia,Woqooyi Galbeed,Gabiley,.048507463,234
SOM,Somalia,Woqooyi Galbeed,Hargeysa,.25345123,3984
TCD,Chad,Batha,Batha Est,.0052488898,182
TCD,Chad,Batha,Batha Oues,.0085558929,214
TCD,Chad,Batha,Fitri,0,0
TCD,Chad,Bet,Borkou,.0010553872,333
TCD,Chad,Bet,Ennedi Est,.0034407058,326
TCD,Chad,Bet,Ennedi Ouest,0,0
TCD,Chad,Bet,Tibesti,0,0
TCD,Chad,Chari-Baguirmi,Baguirmi,.0028478687,93
TCD,Chad,Chari-Baguirmi,Loug Chari,.54098845,9206
TCD,Chad,GuÚra,Barh Signaka,.056872509,571
TCD,Chad,GuÚra,Bitkine,.0088950898,102
TCD,Chad,GuÚra,GuÚra,0,0
TCD,Chad,GuÚra,MangalmÚ,0,0
TCD,Chad,Hadjer-Lamis,Dababa,.041677546,798
TCD,Chad,Hadjer-Lamis,Dagana,.017830608,180
TCD,Chad,Hadjer-Lamis,Haraze Al Biar,.24392614,1757
TCD,Chad,Kanem,Barh El Gazel,.0041617649,283
TCD,Chad,Kanem,Kanem,.043091122,663
TCD,Chad,Kanem,Nokou,0,0
TCD,Chad,Lac,Mamdi,.025395062,503
TCD,Chad,Lac,Wayi,.043135323,175
TCD,Chad,Logone Occidental,DodjÚ,.029153693,103
TCD,Chad,Logone Occidental,Lac Wey,.12125923,624
TCD,Chad,Logone Occidental,Ngourkosso,0,0
TCD,Chad,Logone Oriental,Lanya,1.2077152,4070
TCD,Chad,Logone Oriental,Monts de Lam,.027877055,273
TCD,Chad,Logone Oriental,Nya PendÚ,.16544117,1260
TCD,Chad,Logone Oriental,PendÚ,.045221962,327
TCD,Chad,Mandoul,Barh Sara,0,0
TCD,Chad,Mandoul,Mandoul Occidental,0,0
TCD,Chad,Mandoul,Mandoul Oriental,.011452682,95
TCD,Chad,Mayo-Kebbi Est,Kabbia,0,0
TCD,Chad,Mayo-Kebbi Est,Mayo-Boneye,.0098190494,140
TCD,Chad,Mayo-Kebbi Est,Mont Illi,0,0
TCD,Chad,Mayo-Kebbi Ouest,Lac LÚrÚ,0,0
TCD,Chad,Mayo-Kebbi Ouest,Mayo-Dallah,.03577406,342
TCD,Chad,Moyen-Chari,Barh K÷h,.044821545,972
TCD,Chad,Moyen-Chari,Grande Sido,.01847575,120
TCD,Chad,Moyen-Chari,Lac Iro,.0011925205,25
TCD,Chad,Ouadda´,Assoungha,.01395874,136
TCD,Chad,Ouadda´,Djourf Al Ahmar,.0011270908,25
TCD,Chad,Ouadda´,Ouara,.078568757,1682
TCD,Chad,Ouadda´,Sila,.019485425,490
TCD,Chad,Salamat,Aboude´a,0,0
TCD,Chad,Salamat,Barh Azoum,.0036776261,117
TCD,Chad,Salamat,Haraze Mangueigne,.0021696251,77
TCD,Chad,TandjilÚ,BÚrÚ,0,0
TCD,Chad,TandjilÚ,TandjilÚ Est,0,0
TCD,Chad,TandjilÚ,TandjilÚ Ouest,.019001326,86
TCD,Chad,Ville de N'Djamena,N'Djamena,2.1037509,12227
TCD,Chad,Wadi Fira,Biltine,.019354185,573
TCD,Chad,Wadi Fira,Dar Tama,.0098047722,113
TCD,Chad,Wadi Fira,KobÚ,.0082919421,202
TGO,Togo,Centre,Sotouboua,.015748031,142
TGO,Togo,Centre,Tchamba (Nyala),.053890642,205
TGO,Togo,Centre,Tchaudjo,.22112677,628
TGO,Togo,Kara,Assoli,.081563294,96
TGO,Togo,Kara,Bassar,.0301366,214
TGO,Togo,Kara,Bimah,0,0
TGO,Togo,Kara,Doufelgou,.022335673,35
TGO,Togo,Kara,KÚran,0,0
TGO,Togo,Kara,Kozah,1.2611415,1613
TGO,Togo,Maritime,Golfe (incl LomÚ),39.983147,14234
TGO,Togo,Maritime,Lacs,1.9422604,1581
TGO,Togo,Maritime,Vo,2.2824602,2004
TGO,Togo,Maritime,Yoto,.44983819,695
TGO,Togo,Maritime,Zio,1.0374105,3910
TGO,Togo,Plateaux,Amou,.087594695,185
TGO,Togo,Plateaux,Haho,.069294505,276
TGO,Togo,Plateaux,Kloto,.17490712,612
TGO,Togo,Plateaux,Ogou,.10279667,816
TGO,Togo,Plateaux,Wawa,0,0
TGO,Togo,Savanes,Oti,.038321905,190
TGO,Togo,Savanes,T¶ne,.15266752,827
TUN,Tunisia,Ariana,Ariana MÚdina,62.785713,1758
TUN,Tunisia,Ariana,Ettadhamen,57.333332,688
TUN,Tunisia,Ariana,Kalaat El Andalous,12.016621,4338
TUN,Tunisia,Ariana,Mnihla,38.847828,1787
TUN,Tunisia,Ariana,Raoued,39.804878,3264
TUN,Tunisia,Ariana,Sebkhet Ariana,35.939999,1797
TUN,Tunisia,Ariana,Sidi Thabet,15.481012,2446
TUN,Tunisia,Ariana,Soukra,59.210526,3375
TUN,Tunisia,BÚja,Amdoun,3.0553937,1048
TUN,Tunisia,BÚja,BÚja Nord,2.6824324,1588
TUN,Tunisia,BÚja,BÚja Sud,7.9255724,4153
TUN,Tunisia,BÚja,Goubellat,3.6327274,1998
TUN,Tunisia,BÚja,Mejez El Bab,5.6276278,3748
TUN,Tunisia,BÚja,Nefza,2.5273633,2032
TUN,Tunisia,BÚja,TÚboursouk,2.2153847,1152
TUN,Tunisia,BÚja,Testour,3.4696629,3088
TUN,Tunisia,BÚja,Thibar,4.0761905,856
TUN,Tunisia,Ben Arous (Tunis Sud),Ben Arous,63,630
TUN,Tunisia,Ben Arous (Tunis Sud),Boumhel,57.5625,921
TUN,Tunisia,Ben Arous (Tunis Sud),El Mourouj,62.888889,1132
TUN,Tunisia,Ben Arous (Tunis Sud),Ezzahra,62.565216,1439
TUN,Tunisia,Ben Arous (Tunis Sud),Fouchana,56.55814,4864
TUN,Tunisia,Ben Arous (Tunis Sud),Hammam Chott,43.470589,739
TUN,Tunisia,Ben Arous (Tunis Sud),Hammam Lif,57.470589,977
TUN,Tunisia,Ben Arous (Tunis Sud),MÚgrine,62.76923,816
TUN,Tunisia,Ben Arous (Tunis Sud),M'Hamdia,17.13063,3803
TUN,Tunisia,Ben Arous (Tunis Sud),Mornag,17.199263,9322
TUN,Tunisia,Ben Arous (Tunis Sud),Nouvelle MÚdina,63,819
TUN,Tunisia,Ben Arous (Tunis Sud),RadÞs,62.695652,1442
TUN,Tunisia,Bizerte,Bizerte Nord,32.794117,2230
TUN,Tunisia,Bizerte,Bizerte Sud,5.304348,3050
TUN,Tunisia,Bizerte,El Alia,9.7610617,1103
TUN,Tunisia,Bizerte,Ghar El Melh,11.192547,1802
TUN,Tunisia,Bizerte,Ghazala,2.1987178,1372
TUN,Tunisia,Bizerte,Joumine,1.1697369,889
TUN,Tunisia,Bizerte,Lake Ichkeul,1.1153846,116
TUN,Tunisia,Bizerte,Mateur,4.4382167,3484
TUN,Tunisia,Bizerte,Menzel Bourguiba,16.106667,2416
TUN,Tunisia,Bizerte,Menzel Jemil,27.288136,3220
TUN,Tunisia,Bizerte,Ras Jebel,18.876543,1529
TUN,Tunisia,Bizerte,Sejnane,1.8345238,1541
TUN,Tunisia,Bizerte,Tinja,13.163636,724
TUN,Tunisia,Bizerte,Utique,5.8089666,2980
TUN,Tunisia,GabÞs,GabÞs MÚdina,61.439999,1536
TUN,Tunisia,GabÞs,GabÞs Ouest,16.606779,4899
TUN,Tunisia,GabÞs,GabÞs Sud,14.419913,3331
TUN,Tunisia,GabÞs,Ghannouch,50.21212,1657
TUN,Tunisia,GabÞs,Hamma,1.1113462,4202
TUN,Tunisia,GabÞs,Mareth,5.6152658,7283
TUN,Tunisia,GabÞs,Matmata,1.2303634,2099
TUN,Tunisia,GabÞs,Matmata Nouvelle,2.2194691,2508
TUN,Tunisia,GabÞs,Menzel Habib,.93794906,1436
TUN,Tunisia,GabÞs,Metouia,9.1595507,4076
TUN,Tunisia,Gafsa,Belkhir,1.2562358,1662
TUN,Tunisia,Gafsa,Gafsa Nord,2.1576674,1998
TUN,Tunisia,Gafsa,Gafsa Sud,4.0509257,3500
TUN,Tunisia,Gafsa,Guetar,1.7344462,2286
TUN,Tunisia,Gafsa,Ksar,13.028112,3244
TUN,Tunisia,Gafsa,Mdhilla,2.5575981,2087
TUN,Tunisia,Gafsa,Metlaoui,2.0006108,3275
TUN,Tunisia,Gafsa,Oum Larais,1.8680328,2279
TUN,Tunisia,Gafsa,Redeyef,3.8216217,2121
TUN,Tunisia,Gafsa,Sened,3.6585612,3611
TUN,Tunisia,Gafsa,Sidi Aich,.96323532,524
TUN,Tunisia,Jendouba,A´n Draham,2.3771429,1664
TUN,Tunisia,Jendouba,Balta Bou Aouane,4.6314497,1885
TUN,Tunisia,Jendouba,Bousalem,7.9282408,3425
TUN,Tunisia,Jendouba,Fernana,3.9306262,2323
TUN,Tunisia,Jendouba,Ghardimaou,4.0866575,2971
TUN,Tunisia,Jendouba,Jendouba Nord,7.6265059,3798
TUN,Tunisia,Jendouba,Jendouba Sud,9.9925928,2698
TUN,Tunisia,Jendouba,Oued Mliz,4.7465277,1367
TUN,Tunisia,Jendouba,Tabarka,4.1500001,2158
TUN,Tunisia,Kairouan,Alaa,4.1055794,4783
TUN,Tunisia,Kairouan,Bouhajla,7.6218019,6852
TUN,Tunisia,Kairouan,Chebika,7.224432,5086
TUN,Tunisia,Kairouan,Chrarda,6.4840426,3657
TUN,Tunisia,Kairouan,Haffouz,5.3660131,1642
TUN,Tunisia,Kairouan,Hajeb El Ayoun,4.6281896,3809
TUN,Tunisia,Kairouan,Kairouan Nord,7.8595986,2743
TUN,Tunisia,Kairouan,Kairouan Sud,11.320331,9577
TUN,Tunisia,Kairouan,Nasrallah,4.9148111,5077
TUN,Tunisia,Kairouan,Oueslatia,2.1356466,2708
TUN,Tunisia,Kairouan,Sbikha,4.7819009,7345
TUN,Tunisia,KassÚrine,Ayoun,1.7249576,1016
TUN,Tunisia,KassÚrine,Ezzouhour,43.791668,2102
TUN,Tunisia,KassÚrine,Feriana,3.3998351,4124
TUN,Tunisia,KassÚrine,Foussana,1.7729729,2296
TUN,Tunisia,KassÚrine,Hassi El Ferid,.47934529,615
TUN,Tunisia,KassÚrine,Hidra,1.2106969,747
TUN,Tunisia,KassÚrine,Jedeliane,1.676259,699
TUN,Tunisia,KassÚrine,Kasserine Nord,12.007751,1549
TUN,Tunisia,KassÚrine,Kasserine Sud,2.1858268,2776
TUN,Tunisia,KassÚrine,Majel Belabbes,2.007746,2592
TUN,Tunisia,KassÚrine,Sbeitla,4.4407115,6741
TUN,Tunisia,KassÚrine,Sbiba,6.936204,4349
TUN,Tunisia,KassÚrine,Thala,2.0363791,2407
TUN,Tunisia,Kebili,Douz,.55191958,6038
TUN,Tunisia,Kebili,Faouar,.26741642,3543
TUN,Tunisia,Kebili,Kebili Nord,5.0202641,5698
TUN,Tunisia,Kebili,Kebili Sud,2.6275511,3605
TUN,Tunisia,Kebili,Souk El Ahed,1.0906217,4140
TUN,Tunisia,Le Kef,Dahmani,2.4171124,1808
TUN,Tunisia,Le Kef,Es Sers,3.0146341,1854
TUN,Tunisia,Le Kef,Jerissa,4.234818,1046
TUN,Tunisia,Le Kef,Kalaa Khesba,1.59375,408
TUN,Tunisia,Le Kef,Kalaat Senan,1.7909216,1302
TUN,Tunisia,Le Kef,Kef Est,3.2865064,1778
TUN,Tunisia,Le Kef,Kef Ouest,5.6305733,1768
TUN,Tunisia,Le Kef,Ksour,1.8447489,1212
TUN,Tunisia,Le Kef,Nebeur,1.7259887,1833
TUN,Tunisia,Le Kef,Sakiet Sidi Youssef,.67225325,722
TUN,Tunisia,Le Kef,Tajerouine,2.150739,2183
TUN,Tunisia,Mahdia,BoumerdÞs,13.582317,4455
TUN,Tunisia,Mahdia,Chebba,12.14054,2246
TUN,Tunisia,Mahdia,Chorbane,5.6821084,3557
TUN,Tunisia,Mahdia,El Jem,13.949736,5273
TUN,Tunisia,Mahdia,Hbira,4.5557895,2164
TUN,Tunisia,Mahdia,Ksour Essef,15.236994,5272
TUN,Tunisia,Mahdia,Mahdia,20.191336,5593
TUN,Tunisia,Mahdia,Melloulech,7.8367348,1920
TUN,Tunisia,Mahdia,Ouled Chamekh,6.4251781,2705
TUN,Tunisia,Mahdia,Sidi Alouane,8.5604935,3467
TUN,Tunisia,Mahdia,Souassi,10.19802,5150
TUN,Tunisia,Manubah,Borj El Amri,8.7105265,1655
TUN,Tunisia,Manubah,Douar Hicher,44,44
TUN,Tunisia,Manubah,El Battan,7.4884791,1625
TUN,Tunisia,Manubah,Jedaida,9.9556646,2021
TUN,Tunisia,Manubah,Manouba,59.375,950
TUN,Tunisia,Manubah,Mornaguia,15.311171,5757
TUN,Tunisia,Manubah,Oued Ellil,31,3193
TUN,Tunisia,Manubah,Tebourba,4.3490305,1570
TUN,Tunisia,MÚdenine,Ben Guerdane,1.3785925,8874
TUN,Tunisia,MÚdenine,Beni Khedache,2.0998812,3532
TUN,Tunisia,MÚdenine,Djerba Ajim,17.487047,3375
TUN,Tunisia,MÚdenine,Djerba Midoun,27.445784,6834
TUN,Tunisia,MÚdenine,Houmt Souk,32.427048,9112
TUN,Tunisia,MÚdenine,MÚdenine Nord,5.3966942,2612
TUN,Tunisia,MÚdenine,MÚdenine Sud,8.5540981,7827
TUN,Tunisia,MÚdenine,Sidi Makhlouf,4.1031551,3381
TUN,Tunisia,MÚdenine,Zarzis,8.2018538,7964
TUN,Tunisia,Monastir,Bekalta,29.419355,1824
TUN,Tunisia,Monastir,Bembla,37.60294,2557
TUN,Tunisia,Monastir,Beni Hassen,14.748252,2109
TUN,Tunisia,Monastir,Jammel,20.436842,3883
TUN,Tunisia,Monastir,Ksar Hellal,55.529411,1888
TUN,Tunisia,Monastir,Ksibet El Mediouni,40.55357,2271
TUN,Tunisia,Monastir,Moknine,20.106838,4705
TUN,Tunisia,Monastir,Monastir,48.306122,4734
TUN,Tunisia,Monastir,Ouerdanine,26.111111,1645
TUN,Tunisia,Monastir,Sahline,46.5,2883
TUN,Tunisia,Monastir,Sayada-Lamta-Bou Hjar,58.125,930
TUN,Tunisia,Monastir,Sebkhet El Moknine,13.558824,922
TUN,Tunisia,Monastir,Teboulba,53,1537
TUN,Tunisia,Monastir,Zeramdine,12.031802,3405
TUN,Tunisia,Nabeul,Beni Khalled,15.473684,3234
TUN,Tunisia,Nabeul,Beni Khiar,21.292307,2768
TUN,Tunisia,Nabeul,Bou Argoub,14.546729,3113
TUN,Tunisia,Nabeul,Dar Chaabane El Fehri,15.757895,1497
TUN,Tunisia,Nabeul,El Mida,10.411458,1999
TUN,Tunisia,Nabeul,Grombalia,18.579176,8565
TUN,Tunisia,Nabeul,Hammam Ghezaz,12.094017,1415
TUN,Tunisia,Nabeul,Hammamet,17.333334,8320
TUN,Tunisia,Nabeul,Haouaria,7.5093169,3627
TUN,Tunisia,Nabeul,Kelibia,15.753012,2615
TUN,Tunisia,Nabeul,Korba,15.956811,4803
TUN,Tunisia,Nabeul,Menzel Bouzelfa,11.148837,2397
TUN,Tunisia,Nabeul,Menzel Temime,10.266356,4394
TUN,Tunisia,Nabeul,Nabeul,28.54369,2940
TUN,Tunisia,Nabeul,Soliman,27.6,4416
TUN,Tunisia,Nabeul,Takelsa,4.8967257,1944
TUN,Tunisia,Sfax,Agareb,6.0333662,6148
TUN,Tunisia,Sfax,Bir Ali Ben KhÚlifa,3.6926115,6547
TUN,Tunisia,Sfax,El Amra,10.440476,2631
TUN,Tunisia,Sfax,El Ghraiba,3.9818182,2409
TUN,Tunisia,Sfax,Hencha,8.3827324,6505
TUN,Tunisia,Sfax,Jebeniana,11.205816,5009
TUN,Tunisia,Sfax,Kerkennah,10.594595,2352
